CodigoArticulo,DESCRIPCION,PRESENTACION,Precios,GrupoTerapeutico,Año
9499,Collarín Rígido Ajustable,Unidad,RD$350.00,Ortopédicos,2026
1899,Complejo B Jarabe,Frasco 120 ml,RD$15.00,Vitaminas,2026
1898,Complejo B,Tableta,RD$0.50,Vitaminas,2026
1900,Complejo B,Vial 10 ml,RD$20.00,Vitaminas,2026
9404,Deflazacort,Tableta 6 mg,RD$10.00,Artritis Reumatoide,2026
10250,Dexametasona,Ampolla 4 mg / 1 ml,RD$5.00,Antiasmáticos-Antialérgicos,2026
1638,Dexametasona,Tableta 0.5 mg,RD$1.50,Antiasmáticos-Antialérgicos,2026
9299,Dexametasona,Tableta 4 mg,RD$5.00,Antiasmáticos-Antialérgicos,2026
1876,Dextrosa 50%,Ampolla 20 ml,RD$15.00,Desórdenes de Agua,2026
1045,Diclofenac Sódico,Ampolla 75 mg / 3 ml,RD$2.00,Analgésicos-Antiinflamatorios No Esteroideos,2026
1047,Diclofenac Sódico,Tableta 50 mg,RD$0.20,Analgésicos-Antiinflamatorios No Esteroideos,2026
1043,Diclofenaco Dietilamonio1.16% Gel,Tubo 20 g,RD$10.00,Analgésicos-Antiinflamatorios No Esteroideos,2026
1044,Diclofenac Sódico o Potasico,Supositorio 12.5 mg,RD$10.00,Analgésicos-Antiinflamatorios No Esteroideos,2026
1168,Dicloxacilina,Cápsula 500 mg,RD$4.00,Antibacterianos,2026
1167,Dicloxacilina Suspensión,Frasco 60 ml,RD$50.00,Antibacterianos,2026
1852,Difenhidramina,Ampolla 10 mg / 1 ml,RD$10.00,Antialérgicos,2026
1851,Difenhidramina Jarabe,Frasco 60 ml,RD$15.00,Antialérgicos,2026
9333,Difenhidramina,Tableta 25 mg,RD$0.50,Antialérgicos,2026
9774,Digoxina,50 mcg/ml Líquido Oral Frasco,RD$50.00,Cardiovasculares,2026
1441,Digoxina,Tableta 0.25 mg,RD$1.00,Cardiovasculares,2026
1597,Dimenhidrinato ,Ampolla 50 mcg/1 ml,RD$5.00,Agentes Coadyuvantes/Antieméticos,2026
9413,Dimenhidrinato Jarabe,Frasco 60 ml,RD$15.00,Diuréticos,2026
9525,Dimenhidrinato,Supositorio 25 mg,RD$4.00,Diuréticos,2026
1598,Dimenhidrinato,Tableta 50 mg,RD$0.50,Diuréticos,2026
1170,Doxiciclina,Cápsula 100 mg,RD$1.00,Antibacterianos,2026
1434,Enalapril,Tableta 10 mg,RD$0.20,Antihipertensivos,2026
1435,Enalapril,Tableta 20 mg,RD$0.20,Antihipertensivos,2026
1173,Eritromicina Suspensión,Frasco 120 ml,RD$50.00,Antibacterianos,2026
10262,Eritromicina Estearato,Tableta 500 mg,RD$5.00,Antibacterianos,2026
9170,Eritropoyetina Recombinante Humana,Ampolla 4000 UI / 0.3 ml,RD$135.00,Antianémicos,2026
9102,Espirómetro,Unidad,RD$200.00,Insumos Hospitalarios,2026
9793,Espironolactona,Tableta 25 mg,RD$2.00,Diuréticos,2026
9369,Espironolactona,Tableta 100 mg,RD$4.00,Diuréticos,2026
9337,Estrógenos Conjugados,Tableta 0.625 mg,RD$5.00,Hormonas estrógenas,2026
10592,Etinilestradiol + Levonorgestrel,Tableta 30 mcg +150 mcg,RD$20.00,Hormonas contraceptivas,2026
9727,Fenitoína Suspensión,Frasco 120 ml,RD$200.00,Antiepilépticos,2026
1106,Fenitoína,Tableta 100 mg,RD$8.00,Antiepilépticos,2026
1098,Fitomenadiona (Vit. K),Ampolla 10 mg/ 1 ml,RD$15.00,Coagulantes,2026
1256,Fluconazol,Cápsula 150 mg,RD$2.50,Antifúngicos,2026
9741,Fluconazol Suspensión,Frasco 60 ml,RD$200.00,Antipsicóticos,2026
1784,Decanoato de Flufenazina ,Ampolla 25 mg/ml,RD$400.00,Psicofarmacos/Antipsicóticos,2026
9181,Fluoxetina,Tableta 20 mg,RD$6.00,Antidepresivos,2026
9735,Fosfomicina Suspensión,Frasco 120 ml,RD$140.00,Antibacterianos,2026
9736,Fosfomicina,Tableta 500 mg,RD$10.00,Antibacterianos,2026
1573,Furosemida,Ampolla 20 mg / 2 ml,RD$2.00,Diuréticos,2026
1574,Furosemida,Tableta 40 mg,RD$0.30,Diuréticos,2026
9063,Gasa Precortada 4” X 4”,Sobre / 10 Unidades,RD$10.00,Insumos Hospitalarios,2026
1175,Gentamicina,Ampolla 80 mg / 2 ml,RD$3.00,Antibacterianos,2026
9808,Gentamicina Solución Oftálmica,Frasco Gotero 5 ml,RD$30.00,Antibacterianos,2026
1662,Glibenclamida,Tableta 5 mg,RD$0.20,Antidiabéticos,2026
11507,Glimepirida 2 mg,Tableta 2 mg,RD$2.00,Insulinas y Agentes Antidiabéticos,2026
11393,Glimepirida 4 mg,Tableta 4 mg,RD$5.00,Insulinas y Agentes Antidiabéticos,2026
9745,Gotas Óticas (Polimixina + Neomicina),Frasco Gotero 10 ml,RD$125.00,Antibacterianos,2026
10264,Griseofulvina,Tableta 500 mg,RD$7.00,Antifúngicos,2026
2167,Guante Examen Mediano,Par,RD$3.00,Antipsicóticos,2026
1790,Haloperidol,Frasco Gotero 15 ml,RD$16.00,Antipsicóticos,2026
1787,Haloperidol,Tableta 5 mg,RD$1.00,Antipsicóticos,2026
1359,Heparina,Vial 5000 UI / 5 mL,RD$75.00,Anticoagulantes,2026
10235,Hidralazina Clorhidrato,Tableta 50 mg,RD$40.00,Antihipertensivos,2026
9794,Hidroclorotiazida,Tableta 25 mg,RD$0.30,Antihipertensivos,2026
1575,Hidroclorotiazida,Tableta 50 mg,RD$0.30,Antihipertensivos,2026
1514,Hidrocortisona 1% Pomada,Tubo 15 g,RD$20.00,"Dermatológicos antiinflamatorios, antipruríticos",2026
1640,Hidrocortisona,Vial 100 mg,RD$10.00,Hormonas y sustitutos sintéticos,2026
10743,Hidróxido de Aluminio + Hidróxido Magnesio + Simeticona,520mg + 480mg + 40mg Sobre de 5ml,RD$20.00,Antiácidos antiflatulentos,2026
9282,Hierro Sacarosa,Ampolla 100 mg / 5 ml,RD$40.00,Antianémicos,2026
10237,Ibuprofeno Suspensión,200mg/5ml Frasco 60ml,RD$30.00,Analgésicos-Antiinflamatorios No Esteroideos,2026
10236,Ibuprofeno,Tableta 400 mg,RD$1.00,Analgésicos-Antiinflamatorios No Esteroideos,2026
1055,Ibuprofeno,Tableta 600 mg,RD$1.00,Analgésicos-Antiinflamatorios No Esteroideos,2026
9274,Imipramina,Tableta 25 mg,RD$1.00,Antidepresivos,2026
3399,Inmovilizador de Dedo en Aluminio para Adultos,Unidad,RD$120.00,Ortopédicos,2026
1690,Inmunoglobulina Antitetánica Humana,Vial 250 UI / 1 ml,RD$500.00,Sueros e inmunoglobulinas,2026
9645,"Insulina glargina Recombinante, Análoga Humana",Ampolla Multidosis,RD$350.00,Insulinas y Agentes Antidiabéticos,2026
1663,Insulina Intermedia NPH 100 UI/mL Vial 10 mL,Vial 10 ml,RD$110.00,Insulinas y Agentes Antidiabéticos,2026
1664,Insulina Mixta 70/30,Vial 10 ml,RD$110.00,Insulinas y Agentes Antidiabéticos,2026
1665,Insulina Regular (Cristalina) 100 UI/mL Vial 10mL,Vial 10 ml,RD$110.00,Insulinas y Agentes Antidiabéticos,2026
10388,Ipratropio Bromuro Solución P/Nebulizar,Ampolla 0.900mg/3ml,RD$50.00,Antiasmáticos,2026
9526,Itraconazol,Cápsula 100 mg,RD$6.50,Antifúngicos,2026
2387,Jabón Antiséptico (Benzalconio),Pasta 100 g,RD$30.00,Dermatológicos antisépticos,2026
2392,Jabón De Avena,Pasta 100 g,RD$30.00,Dermatológicos antisépticos,2026
2389,Jabón De Azufre,Pasta 100 g,RD$30.00,Dermatológicos antisépticos,2026
2020,Jeringa 3 ml,Unidad,RD$2.00,Insumos Hospitalarios,2026
2022,Jeringa 5 ml,Unidad,RD$2.00,Insumos Hospitalarios,2026
2023,Jeringa 10 ml,Unidad,RD$3.00,Insumos Hospitalarios,2026
2024,Jeringa 20 ml,Unidad,RD$5.00,Insumos Hospitalarios,2026
2029,Jeringa Insulina,Unidad,RD$2.00,Insumos Hospitalarios,2026
1259,Ketoconazol,Tableta 200 mg,RD$1.25,Antifúngicos,2026
9427,Ketoconazol Champú,Frasco 100 ml,RD$30.00,Antifúngicos,2026
1481,Ketoconazol 2% Crema,Tubo 30 g,RD$12.00,Antifúngicos,2026
9338,Lactulosa Jarabe,Frasco 240 ml,RD$150.00,Laxante osmótico,2026
1339,Levodopa+Benserazida,Tableta 200 mg + 50 mg,RD$15.00,Antiparkinsonianos,2026
9732,Levofloxacina,Tableta 500 mg,RD$2.50,Antibacterianos,2026
10268,Levotiroxina,Tableta 25 mcg,RD$1.50,Hormonas tiroideas,2026
10246,Levotiroxina,Tableta 50 mcg,RD$1.50,Hormonas tiroideas,2026
9231,Levotiroxina,Tableta 0.1 mg,RD$1.50,Hormonas tiroideas,2026
3030,Lidocaína Clorhidrato 2%,Vial / 50 ml,RD$25.00,Anestésico local,2026
1437,Lisinopril,Tableta 10 mg,RD$0.50,Antihipertensivos,2026
1438,Lisinopril,Tableta 20 mg,RD$2.00,Antihipertensivos,2026
9343,Loperamida,Tableta 2 mg,RD$0.50,Antidiarreicos,2026
1081,Loratadina,Tableta 10 mg,RD$0.50,Antialérgicos,2026
1084,Loratadina Jarabe,Frasco 90 ml,RD$15.00,Antialérgicos,2026
9392,Losartán Potásico,Tableta 50 mg,RD$0.50,Antihipertensivos,2026
9772,Losartán Potásico,Tableta 100 mg,RD$1.50,Antihipertensivos,2026
2063,Mariposita #21,Unidad,RD$2.00,Insumos Hospitalarios,2026
2064,Mariposita #23,Unidad,RD$2.00,Insumos Hospitalarios,2026
2065,Mariposita #25,Unidad,RD$2.00,Insumos Hospitalarios,2026
9353,Mascarilla Para Nebulizar (Adulto),Unidad,RD$25.00,Insumos Hospitalarios,2026
2419,Mascarilla Para Nebulizar (Pediátrica),Unidad,RD$25.00,Insumos Hospitalarios,2026
1217,Mebendazol,Blíster de 6 Tabletas,RD$3.00,Antihelmínticos,2026
1218,Mebendazol Suspensión,Frasco 30 ml,RD$10.00,Antihelmínticos,2026
9076,Mecobalamina (Vit. B12),Cápsula 500 mcg,RD$5.00,Vitaminas,2026
9708,Meloxican,Tableta 15 mg,RD$2.00,Antiinflamatorios No Esteroideos,2026
10276,Metformina,Tableta 500 mg,RD$0.50,Antidiabéticos,2026
1661,Metformina,Tableta 850 mg,RD$0.50,Antidiabéticos,2026
1661,Metformina,Tableta 1000 mg,RD$1.50,Antidiabéticos,2026
10238,Metildopa,Tableta 250 mg,RD$4.00,Antihipertensivos,2026
1414,Metildopa,Tableta 500 mg,RD$5.00,Antihipertensivos,2026
10239,Metilprednisolona,Vial 40 mg / 1 ml,RD$300.00,Hormonas y sustitutos sintéticos,2026
1601,Metoclopramida,Ampolla 10 mg / 2 ml,RD$2.00,Antieméticos,2026
9414,Metoclopramida Suspensión,Frasco 120 ml,RD$50.00,Antieméticos,2026
1602,Metoclopramida,Tableta 10 mg,RD$0.40,Antieméticos,2026
1235,Metronidazol,Tableta 500 mg,RD$0.50,Antiamebicos,2026
10339,Metronidazol Benzoato Suspensión,Frasco 120 ml,RD$20.00,Antiamebicos,2026
10274,Metronidazol + Diyodohidroxiquinoleína,Frasco 120 ml (400 mg + 200 mg),RD$85.00,Antiamebicos,2026
10273,Metronidazol + Diyodohidroxiquinoleína,Tableta 400 mg /200 mg,RD$7.00,Antiamebicos,2026
1236,Metronidazol Solución Inyectable,Frasco 500 mg /100 ml,RD$12.00,Antiamebicos,2026
10348,Muletas De Aluminio Pequeña Para Adolescentes S,Unidad,RD$300.00,Ortopédicos,2026
10347,Muletas De Aluminio Grandes Para Adultos L,Unidad,RD$300.00,Ortopédicos,2026
10349,Muletas De Aluminio Grandes Para Adultos XL,Unidad,RD$300.00,Ortopédicos,2026
1905,Multivitamínico Lactante,Frasco Gotero 15 ml,RD$20.00,Vitaminas,2026
10398,Multivitaminas Prenatales ,Capsula,RD$7.00,Vitaminas,2026
9340,"Nafazolina 0.001% , Sol. Oftálmica",Frasco 10 ml,RD$35.00,Descongestionante ocular,2026
9710,Naproxeno,Cápsula 550 mg,RD$7.00,Analgésicos/Antiinflamatorios No Esteroideos,2026
1417,Nifedipina,Tableta 10 mg,RD$0.20,Antioxitócicos,2026
1418,Nifedipina,Tableta 20 mg,RD$0.20,Antihipertensivos,2026
9744,Nistatina,"Óvulo 100,000 UI",RD$5.00,Antifúngicos,2026
9168,Nistatina Suspensión,Frasco 30 ml,RD$20.00,Antifúngicos,2026
9733,Nitrofurantoína (Macrocristales),Cápsula 100 mg,RD$20.00,Otros agentes antimicrobianos,2026
3283,Nitrofurazona 0.2% Pomada,Tubo 30 g,RD$20.00,Antiinfecciosos y antisépticos,2026
10265,Ofloxacina (para el tratamiento de la TB multidrogoresistente),Tableta 400 mg,RD$20.00,Antituberculosos,2026
9813,Olanzapina,Tableta 5 mg,RD$40.00,Antipsicóticos,2026
9545,Olanzapina,Tableta 10 mg,RD$50.00,Antipsicóticos,2026
1589,Omeprazol,Cápsula 20 mg,RD$0.50,Antiácidos y Otros Antiulcerosos,2026
9950,Orinal Para Hombre,Unidad,RD$25.00,Insumos Hospitalarios,2026
9951,Orinal Para Mujer,Unidad,RD$65.00,Insumos Hospitalarios,2026
1515,Óxido De Zinc Loción,Frasco 120 ml,RD$15.00,Antipruríticos,2026
9879,Pañal Desechable Grande Para Adultos,Unidad,RD$20.00,Insumos Hospitalarios,2026
9705,Pañal Desechable Mediano Para Adultos,Unidad,RD$20.00,Insumos Hospitalarios,2026
9750,Pañal Desechable Pequeño Para Adultos,Unidad,RD$20.00,Insumos Hospitalarios,2026
10389,Pañal Desechable Mediano Niños 9-15 Kg,Unidad,RD$10.00,Insumos Hospitalarios,2026
10479,Pañal Desechable para niños L,Unidad,RD$12.00,Insumos Hospitalarios,2026
10335,Pañal Desechable Pequeño Niños 4-10 Kg,Unidad,RD$10.00,Insumos Hospitalarios,2026
10336,Pañal Desechable Recién Nacidos 2-5 Kg,Unidad,RD$10.00,Insumos Hospitalarios,2026
1194,Penicilina G Benzatinica 1.2,Vial,RD$10.00,Antibacterianos,2026
1195,Penicilina G Benzatinica 2.4,Vial,RD$15.00,Antiinfecciosos,2026
1196,"Penicilina G Benzatinica 600,000",Vial,RD$10.00,Antiinfecciosos,2026
1202,Penicilina G Procaínica 0.4,Vial,RD$5.00,Antiinfecciosos,2026
1201,Penicilina G Procaínica 4.0,Vial,RD$20.00,Antiinfecciosos,2026
10400,"Penicilina G Procaínica 800,000",Vial,RD$60.00,Antiinfecciosos,2026
2432,Perita Nasal,Unidad,RD$15.00,Insumos Hospitalarios,2026
9397,Permetrina 1% Champú,Frasco 60 ml,RD$40.00,Escabicidas y pediculicidas,2026
9154,Permetrina 5% Crema,Tubo 30 g,RD$25.00,Escabicidas y pediculicidas,2026
9177,Permetrina 1% Loción,Frasco 60 ml,RD$40.00,Escabicidas y pediculicidas,2026
10291,Pirimetamina,Tableta 25 mg,RD$15.00,Antipalúdico,2026
10011,Pramipexol,Tableta 1 mg,RD$25.00,Antiparkinsonianos,2026
10293,Prednisolona,Tableta 5 mg,RD$2.00,"Antialérgicos, hormonas y antihormonas",2026
1646,Prednisona,Tableta 5 mg,RD$0.70,Antiinflamatorios Esteroides,2026
10272,Prednisona,Tableta 20 mg,RD$5.00,Antiinflamatorios Esteroides,2026
9400,Prednisona,Tableta 50 mg,RD$6.00,Antiinflamatorios Esteroides,2026
10294,Pregabalina,Cápsula 75 mg,RD$10.00,Antiepilépticos Analgésicos,2026
10295,Pregabalina,Cápsula 300 mg,RD$20.00,Antiepilépticos Analgésicos,2026
3344,Preservativo Masculino,Unidad,RD$2.00,Contraceptivo de barrera,2026
10271,Propranolol,Tableta 20 mg,RD$0.40,Cardiovasculares,2026
9083,Propranolol,Tableta 40 mg,RD$0.50,Cardiovasculares,2026
9607,"Proteína Hiperproteica, Supl. Nut. Líquido",Frasco 8 oz,RD$100.00,Nutrición,2026
9002,Proteína Polimérica Con Probiótico Líquida,Frasco 8 oz,RD$60.00,Nutrición,2026
9625,Proteína Polimérica Con Probiótico Polvo,Lata 400 g,RD$280.00,Nutrición,2026
9606,Proteína Polimérica Hipercalórica Líquida,Frasco 8 oz,RD$120.00,Nutrición,2026
9627,Proteína Polimérica Líquida,Frasco 8 oz,RD$60.00,Nutrición,2026
9558,Proteína Polimérica Para Diabetes Líquida,Frasco 8 oz,RD$70.00,Nutrición,2026
9626,Proteína Polimérica Polvo,Lata 400 g,RD$300.00,Nutrición,2026
10416,Quetiapina,Tableta 25 mg,RD$16.00,Antipsicóticos,2026
10410,Quetiapina,Tableta 100 mg,RD$30.00,Antipsicóticos,2026
10296,Ramipril,Tableta 5 mg,RD$1.00,Antipsicóticos,2026
1592,Ranitidina,Tableta 150 mg mg,,Antiácidos y Otros Antiulcerosos,2026
10010,Rasagilina,Tableta 1 mg,RD$40.00,Antiparkinsonianos,2026
9814,Risperidona,Tableta 1 mg,RD$2.00,Antipsicóticos,2026
1793,Risperidona,Tableta 2 mg,RD$2.00,Antipsicóticos,2026
9887,Rodillera Grande,Unidad,RD$125.00,Insumos Hospitalarios,2026
9494,Rodillera Mediana,Unidad,RD$125.00,Insumos Hospitalarios,2026
9888,Rodillera Pequeña,Unidad,RD$125.00,Insumos Hospitalarios,2026
10379,Sal Ferrosa + Ácido Fólico,Tableta 60 mg + 400 mcg,RD$1.00,Vitaminas y minerales,2026
1829,Salbutamol,Tableta 4 mg,RD$0.50,Antiasmáticos,2026
1831,Salbutamol Solución Para Nebulizar,Frasco 10 ml,RD$25.00,Antiasmáticos,2026
10401,Salbutamol Sulfato,Aerosol 100 mcg,RD$80.00,Antiasmáticos,2026
1885,Sales De Rehidratación Oral,Sobre,RD$4.00,Desórdenes de Agua/Diarrea,2026
9548,Sertralina,Tab. 50 mg,RD$2.00,Antidepresivos,2026
1375,Simvastatina,Tableta 20 mg,RD$0.50,Agentes Reductores de lípidos,2026
10242,Simvastatina,Tableta 40 mg,RD$1.00,Agentes Reductores de lípidos,2026
9225,Solución Cloruro De Sodio 0.9%,Frasco 100 ml,RD$20.00,Soluciones Endovenosas,2026
1863,Solución Cloruro De Sodio 0.9%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2026
1870,Solución Dextrosa 5%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2026
1872,Solución Dextrosa 5% + Cloruro De Sodio 0.33%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2026
1875,Solución Dextrosa 5% + Cloruro De Sodio 0.9%,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2026
1879,Solución Dextrosa en Ringer 6.423g/100ml,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2026
1882,Solución Ringer Con Lactato,Frasco 1000 ml,RD$40.00,Soluciones Endovenosas,2026
2333,Sonda Foley #14,Unidad,RD$20.00,Insumos Hospitalarios,2026
2334,Sonda Foley #16,Unidad,RD$20.00,Insumos Hospitalarios,2026
3310,Sucralfato 1 g,Sobre,RD$15.00,Antiulcerosos,2026
9521,Sulfadiazina Argéntica 1% Crema,Tubo 30 g,RD$50.00,Dermatológicos Antisépticos,2026
10394,Sulfato De Zinc,Tabletas 20 mg,RD$3.00,Medicamentos usados en diarrea,2026
1355,Sulfato Ferroso,Tableta 300 mg,RD$0.30,Vitaminas y minerales,2026
9539,Sulfato Ferroso + Ácido Fólico,Tableta 300 mg + 5 mg,RD$1.50,Vitaminas y minerales,2026
10371,Sulfato Ferroso 25 mg,Frasco 60 ml,RD$30.00,Vitaminas y minerales,2026
9119,Sulfato Ferroso Gotas Pediátricas,Frasco Gotero 30 ml,RD$30.00,Vitaminas y minerales,2026
10761,Termómetro Digital,Unidad,RD$110.00,Insumos Hospitalarios,2026
9017,"Timolol 0.005% , Solución Oftálmica ( Es del PROGRAMA PROMEGOTAS)",Frasco 10 ml,RD$30.00,Mióticos y antiglaucomas,2026
1248,Tinidazol,Tableta 500 mg,RD$3.00,Antiamebicos,2026
9882,Toallas Sanitarias,Bolsa de 10 unidades,RD$40.00,Insumos Hospitalarios,2026
1952,Tobramicina Oftálmica 0.3%,Frasco Gotero 5 ml,RD$30.00,Oftalmológicos,2026
9336,Tramadol,Cápsula 50 mg,,Analgésicos Opiodes,2026
9273,Trihexifenidilo,Tableta 5 mg,,Antiparkinsonianos,2026
9124,Trimetoprim-Sulfametoxazol,Tableta 160 mg / 800 mg,RD$1.50,Antibacterianos,2026
1966,Trimetoprim-Sulfametoxazol Suspensión,Frasco 120 ml,RD$20.00,Antibacterianos,2026
10370,Valsartán 160 mg,Tableta,RD$3.00,Antihipertensivos,2026
1987,Venda De Yeso 4 X 5,Unidad,RD$25.00,Insumos Hospitalarios,2026
1988,Venda De Yeso 6 X 5,,RD$25.00,Insumos Hospitalarios,2026
9885,Venda Elástica 3 X 5,Unidad,RD$15.00,Insumos Hospitalarios,2026
1990,Venda Elástica 4 X 5,Unidad,RD$15.00,Insumos Hospitalarios,2026
9886,Venda Elástica 6 X 5,Unidad,RD$15.00,Insumos Hospitalarios,2026
1431,Verapamil,Tableta 80 mg,RD$1.50,Antianginosos,2026
1915,Vitamina A,"Perla 50,000 UI",RD$1.50,Vitaminas,2026
1912,Vitamina A Y D,"Perla 3,000 UI / 300 UI",RD$1.50,Vitaminas,2026
1914,Vitamina E,Perla 400 UI,RD$1.50,Vitaminas,2026
1916,Vitaminas Neurotrópicas + Dexametasona,Ampolla,RD$20.00,Analgésicos,2026
10398,Vitaminas Prenatales,Cápsula,RD$10.00,Vitaminas,2026
9531,Vitaminas Y Minerales,Cápsula,RD$1.50,Vitaminas,2026
9756,Warfarina Sódica,Tableta 5 mg,RD$5.00,Anticoagulantes,2026
10385,Yodopovidona Solución 10%,Frasco 120 ml,RD$50.00,Antisépticos,2026
