SISTEMA ,REGION ,PROVINCIA,MUNICIPIO,GRUPO ,SUB GRUPO PDSS,CANTIDAD ,POB USUARIA,VALOR AUTORIZADO RD$,MES,ANO
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS MENORES DE UN ANO,48,5,54103.57,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,162,11,155621.48,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS MENORES DE UN ANO,261,10,373853.43,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,3752,800,1175473.97,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA PATOLOGIAS DISTINTAS A CANCER,2,2,1200.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR CADERA,3,3,15006.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A POLITRAUMATISMO TRAUMA MAYOR,2,2,1303.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO A POLITRAUMATISMO TRAUMA MAYOR MENORES DE UN ANO,1,1,2510.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,1261,614,150250.44,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,928,548,70378.43,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,REHABILITACION,APARATOS Y PROTESIS,147,138,152595.81,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,REHABILITACION,TERAPIAS REHABILITACION,2863,541,1036052.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,HEMOTERAPIA,DERIVADOS DE LA SANGRE,3,3,210.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,HEMOTERAPIA,SANGRE TOTAL,13,13,946.40,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,OTROS SERVICIOS DE SALUD,OTROS SERVICIOS DE SALUD,4,3,86175.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,3347,2302,685090.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,38,38,4000.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,SERVICIOS ODONTOLOGICOS,APLICACION DE CARIOSTATICOS,1,1,424.14,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,EMERGENCIA,EMERGENCIA,1645,959,400425.80,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,2308,98,1181834.10,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,PARTOS,ATENCION DE PARTOS NORMAL,182,23,145309.02,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,PARTOS,ATENCION DE PARTOS POR CESAREA,132,13,146285.44,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,CIRUGIA,CIRUGIA,284,74,262105.92,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,55,13,199729.96,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,CIRUGIA,CIRUGIAS ORTOPEDICAS,11,1,60130.48,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,104,66,38925.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,697,491,166479.55,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,11487,1068,941567.68,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,287,205,125470.50,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,498,405,129764.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,72,58,210885.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,101,91,125883.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,12,3,9005.70,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,11,2,16112.87,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS MENORES DE UN ANO,7,2,5600.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,207,24,105159.66,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,PROCEDIMIENTOS EN CORAZON Y PERICARDIO,1,1,150.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,42,25,5176.20,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,26,14,2179.47,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,REHABILITACION,APARATOS Y PROTESIS,4,4,600.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,REHABILITACION,TERAPIAS REHABILITACION,457,82,206568.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,BOCA CHICA,HEMOTERAPIA,SANGRE TOTAL,3,3,210.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,1863,1236,388810.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,22,19,2200.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,EMERGENCIA,EMERGENCIA,603,311,149629.80,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,796,46,338685.99,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,PARTOS,ATENCION DE PARTOS NORMAL,27,4,30848.23,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,PARTOS,ATENCION DE PARTOS POR CESAREA,52,5,49087.10,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,CIRUGIA,CIRUGIA,77,34,66701.70,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,30,6,138220.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,82,48,22858.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,291,222,64848.25,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,5023,574,391788.11,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,209,151,96688.75,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,269,207,64623.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,36,31,108000.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,45,36,66315.28,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,187,18,121078.73,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA PATOLOGIAS DISTINTAS A CANCER,1,1,600.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,40,30,4502.80,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,23,14,3411.62,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,REHABILITACION,APARATOS Y PROTESIS,2,1,300.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,REHABILITACION,TERAPIAS REHABILITACION,760,89,398446.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,HEMOTERAPIA,DERIVADOS DE LA SANGRE,14,13,1110.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,GUERRA DM,HEMOTERAPIA,SANGRE TOTAL,2,2,140.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,2555,1739,530000.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,41,41,4300.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,EMERGENCIA,EMERGENCIA,1590,663,338445.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,1733,80,678746.75,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,PARTOS,ATENCION DE PARTOS NORMAL,19,5,29105.96,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,PARTOS,ATENCION DE PARTOS POR CESAREA,66,14,91969.43,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,CIRUGIA,CIRUGIA,145,50,134131.34,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,44,9,143334.92,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,75,60,19383.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,560,405,120944.95,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,6125,701,519746.15,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,245,180,151492.75,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,384,298,85125.75,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,45,36,131100.20,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,51,42,65261.19,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,1,1,75.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS MENORES DE UN ANO,8,1,7695.04,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,309,155,81037.48,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL MENORES DE UN ANO,1,1,1792.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR HOMBRO,1,1,150.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,1,1,150.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,286,156,27599.80,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,88,62,5963.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,REHABILITACION,APARATOS Y PROTESIS,6,5,900.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,REHABILITACION,TERAPIAS REHABILITACION,252,50,89448.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,PEDRO BRAND DM,HEMOTERAPIA,SANGRE TOTAL,3,3,210.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,OTROS SERVICIOS DE SALUD,OTROS SERVICIOS DE SALUD,13,3,81265.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,9253,6094,1939890.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,124,114,12800.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,SERVICIOS ODONTOLOGICOS,EXTRACCION DENTARIA,5,4,1510.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,EMERGENCIA,EMERGENCIA,5536,2891,1298092.90,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,4746,243,2295448.72,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,PARTOS,ATENCION DE PARTOS NORMAL,159,22,130674.46,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,PARTOS,ATENCION DE PARTOS POR CESAREA,399,42,326351.24,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,CIRUGIA,CIRUGIA,562,162,559818.62,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,260,53,998918.65,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,203,151,57312.70,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,1773,1258,402565.60,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,26245,2783,2202256.45,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,909,678,466630.60,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,1199,941,297185.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,160,122,472200.40,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,216,159,281535.39,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,56,3,126290.08,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,51,4,68480.75,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS MENORES DE UN ANO,30,3,25875.91,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,DIALISIS PERITONEAL,2,2,64661.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL,993,121,485476.29,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,HEMODIALISIS RENAL MENORES DE UN ANO,1,1,1792.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,MEDICAMENTOS DE ALTO COSTO PARA PATOLOGIAS DISTINTAS A CANCER,1,1,600.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR CADERA,1,1,5002.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,REEMPLAZO ARTICULAR RODILLA,1,1,200.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER ADULTOS,232,113,23524.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,TRATAMIENTO DEL CANCER PEDIATRICOS,95,53,7041.20,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,REHABILITACION,APARATOS Y PROTESIS,33,32,18457.12,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,REHABILITACION,TERAPIAS REHABILITACION,1242,182,585938.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,HEMOTERAPIA,DERIVADOS DE LA SANGRE,1,1,70.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LOS ALCARRIZOS DM,HEMOTERAPIA,SANGRE TOTAL,6,6,420.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,ATENCION AMBULATORIA,CONSULTA MEDICA NIVEL 2,1225,826,248390.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,ATENCION AMBULATORIA,CONSULTA MEDICINA GENERAL,17,15,1700.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,EMERGENCIA,EMERGENCIA,650,341,162735.20,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,HOSPITALIZACION,HOSPITALIZACION GENERAL Y ESPECIALIDADES BASICAS,408,35,253548.35,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,PARTOS,ATENCION DE PARTOS NORMAL,34,4,43203.57,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,PARTOS,ATENCION DE PARTOS POR CESAREA,53,6,81848.30,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,CIRUGIA,CIRUGIA,86,25,80629.15,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,CIRUGIA,CIRUGIAS OFTALMOLOGICAS,21,4,64530.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,BIOPSIAS,36,24,10708.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,ECOGRAFIAS,321,232,77301.45,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,LABORATORIOS,4248,424,323975.72,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,OTROS MEDIOS DX,126,89,63554.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RAYOS X,166,128,37483.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,RESONANCIA NUCLEAR MAGNETICA RNM,19,15,55700.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,APOYO DIAGNOSTICO DX EN INTERNAMIENTO Y AMBULATORIA,TOMOGRAFIA AXIAL COMPUTARIZADA TAC,69,53,80901.00,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION DE PREMATUROS,17,1,4413.10,ABRIL,2026
SIRS,REGION 0,SANTO DOMINGO,LA VICTORIA DM,ATENCIONES DE ALTO COSTO Y DE MÁXIMO NIVEL DE COMPLEJIDAD,ATENCION EN UNIDAD DE CUIDADOS INTENSIVOS,5,2,3400.00,ABRIL,2026
