CodigoArticulo,DESCRIPCION,PRESENTACION,Precios,GrupoTerapeutico,Año
9414,Metoclopramida Suspensión,Frasco 120 ml,50.0,Antiemetico,2026
1602,Metoclopramida,Tableta 10 mg,0.4,Antiemetico,2026
1235,Metronidazol,Tableta 500 mg,0.5,Antiamebico,2026
10339,Metronidazol Benzoato Suspensión,Frasco 120 ml,20.0,Antiamebico,2026
10274,Metronidazol + Diyodohidroxiquinoleína,Frasco 120 ml (400 mg + 200 mg),85.0,Antiamebico,2026
10273,Metronidazol + Diyodohidroxiquinoleína,Tableta 400 mg /200 mg,7.0,Antiamebico,2026
1236,Metronidazol Solución Inyectable,Frasco 500 mg /100 ml,12.0,Antiamebico,2026
10348,Muletas De Aluminio Pequeña Para Adolescentes S,Unidad,300.0,Ortopedico,2026
10347,Muletas De Aluminio Grandes Para Adultos L,Unidad,300.0,Ortopedico,2026
10349,Muletas De Aluminio Grandes Para Adultos XL,Unidad,300.0,Ortopedico,2026
1905,Multivitamínico Lactante,Frasco Gotero 15 ml,20.0,Vitamina,2026
10398,Multivitaminas Prenatales,Capsula,7.0,Vitamina,2026
9340,"Nafazolina 0.001% , Sol. Oftálmica",Frasco 10 ml,35.0,Descongestionante Ocular,2026
9710,Naproxeno,Cápsula 550 mg,7.0,Analgesico,2026
1417,Nifedipina,Tableta 10 mg,0.2,Antioxitocico,2026
1418,Nifedipina,Tableta 20 mg,0.2,Antihipertensivo,2026
9744,Nistatina,"Óvulo 100,000 UI",5.0,Antifungico,2026
9168,Nistatina Suspensión,Frasco 30 ml,20.0,Antifungico,2026
9733,Nitrofurantoína (Macrocristales),Cápsula 100 mg,20.0,Otros Agentes Antimicrobiano,2026
3283,Nitrofurazona 0.2% Pomada,Tubo 30 g,20.0,Antiinfecciosos Y Antiseptico,2026
10265,Ofloxacina (para el tratamiento de la TB multidrogoresistente),Tableta 400 mg,20.0,Antituberculoso,2026
9813,Olanzapina,Tableta 5 mg,40.0,Antipsicotico,2026
9545,Olanzapina,Tableta 10 mg,50.0,Antipsicotico,2026
1589,Omeprazol,Cápsula 20 mg,0.5,Antiacidos Y Otros Antiulceroso,2026
9950,Orinal Para Hombre,Unidad,25.0,Insumo Hospitalario,2026
9951,Orinal Para Mujer,Unidad,65.0,Insumo Hospitalario,2026
1515,Óxido De Zinc Loción,Frasco 120 ml,15.0,Antipruritico,2026
9879,Pañal Desechable Grande Para Adultos,Unidad,20.0,Insumo Hospitalario,2026
9705,Pañal Desechable Mediano Para Adultos,Unidad,20.0,Insumo Hospitalario,2026
9750,Pañal Desechable Pequeño Para Adultos,Unidad,20.0,Insumo Hospitalario,2026
10389,Pañal Desechable Mediano Niños 9-15 Kg,Unidad,10.0,Insumo Hospitalario,2026
10479,Pañal Desechable para niños L,Unidad,12.0,Insumo Hospitalario,2026
10335,Pañal Desechable Pequeño Niños 4-10 Kg,Unidad,10.0,Insumo Hospitalario,2026
10336,Pañal Desechable Recién Nacidos 2-5 Kg,Unidad,10.0,Insumo Hospitalario,2026
1194,Penicilina G Benzatinica 1.2,Vial,10.0,Antibacteriano,2026
1195,Penicilina G Benzatinica 2.4,Vial,15.0,Antiinfeccioso,2026
1196,"Penicilina G Benzatinica 600,000",Vial,10.0,Antiinfeccioso,2026
1202,Penicilina G Procaínica 0.4,Vial,5.0,Antiinfeccioso,2026
1201,Penicilina G Procaínica 4.0,Vial,20.0,Antiinfeccioso,2026
10400,"Penicilina G Procaínica 800,000",Vial,60.0,Antiinfeccioso,2026
2432,Perita Nasal,Unidad,15.0,Insumo Hospitalario,2026
9397,Permetrina 1% Champú,Frasco 60 ml,40.0,Escabicidas Y Pediculicida,2026
9154,Permetrina 5% Crema,Tubo 30 g,25.0,Escabicidas Y Pediculicida,2026
9177,Permetrina 1% Loción,Frasco 60 ml,40.0,Escabicidas Y Pediculicida,2026
10291,Pirimetamina,Tableta 25 mg,15.0,Antipaludico,2026
10011,Pramipexol,Tableta 1 mg,25.0,Antiparkinsoniano,2026
10293,Prednisolona,Tableta 5 mg,2.0,Antialergico,2026
1646,Prednisona,Tableta 5 mg,0.7,Antiinflamatorios Esteroid,2026
10272,Prednisona,Tableta 20 mg,5.0,Antiinflamatorios Esteroid,2026
9400,Prednisona,Tableta 50 mg,6.0,Antiinflamatorios Esteroid,2026
10294,Pregabalina,Cápsula 75 mg,10.0,Antiepilepticos Analgesico,2026
10295,Pregabalina,Cápsula 300 mg,20.0,Antiepilepticos Analgesico,2026
3344,Preservativo Masculino,Unidad,2.0,Contraceptivo De Barrera,2026
10271,Propranolol,Tableta 20 mg,0.4,Cardiovascular,2026
9083,Propranolol,Tableta 40 mg,0.5,Cardiovascular,2026
9607,"Proteína Hiperproteica, Supl. Nut. Líquido",Frasco 8 oz,100.0,Nutricion,2026
9002,Proteína Polimérica Con Probiótico Líquida,Frasco 8 oz,60.0,Nutricion,2026
9625,Proteína Polimérica Con Probiótico Polvo,Lata 400 g,280.0,Nutricion,2026
9606,Proteína Polimérica Hipercalórica Líquida,Frasco 8 oz,120.0,Nutricion,2026
9627,Proteína Polimérica Líquida,Frasco 8 oz,60.0,Nutricion,2026
9558,Proteína Polimérica Para Diabetes Líquida,Frasco 8 oz,70.0,Nutricion,2026
9626,Proteína Polimérica Polvo,Lata 400 g,300.0,Nutricion,2026
10416,Quetiapina,Tableta 25 mg,16.0,Antipsicotico,2026
10410,Quetiapina,Tableta 100 mg,30.0,Antipsicotico,2026
10296,Ramipril,Tableta 5 mg,1.0,Antipsicotico,2026
10010,Rasagilina,Tableta 1 mg,40.0,Antiparkinsoniano,2026
9814,Risperidona,Tableta 1 mg,2.0,Antipsicotico,2026
1793,Risperidona,Tableta 2 mg,2.0,Antipsicotico,2026
9887,Rodillera Grande,Unidad,125.0,Insumo Hospitalario,2026
9494,Rodillera Mediana,Unidad,125.0,Insumo Hospitalario,2026
9888,Rodillera Pequeña,Unidad,125.0,Insumo Hospitalario,2026
10379,Sal Ferrosa + Ácido Fólico,Tableta 60 mg + 400 mcg,1.0,Vitaminas Y Mineral,2026
1829,Salbutamol,Tableta 4 mg,0.5,Antiasmatico,2026
1831,Salbutamol Solución Para Nebulizar,Frasco 10 ml,25.0,Antiasmatico,2026
10401,Salbutamol Sulfato,Aerosol 100 mcg,80.0,Antiasmatico,2026
1885,Sales De Rehidratación Oral,Sobre,4.0,Desordenes De Agua,2026
9548,Sertralina,Tab. 50 mg,2.0,Antidepresivo,2026
1375,Simvastatina,Tableta 20 mg,0.5,Agentes Reductores De Lipido,2026
10242,Simvastatina,Tableta 40 mg,1.0,Agentes Reductores De Lipido,2026
9225,Solución Cloruro De Sodio 0.9%,Frasco 100 ml,20.0,Soluciones Endovenosa,2026
1863,Solución Cloruro De Sodio 0.9%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2026
1870,Solución Dextrosa 5%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2026
1872,Solución Dextrosa 5% + Cloruro De Sodio 0.33%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2026
1875,Solución Dextrosa 5% + Cloruro De Sodio 0.9%,Frasco 1000 ml,40.0,Soluciones Endovenosa,2026
1879,Solución Dextrosa en Ringer 6.423g/100ml,Frasco 1000 ml,40.0,Soluciones Endovenosa,2026
1882,Solución Ringer Con Lactato,Frasco 1000 ml,40.0,Soluciones Endovenosa,2026
2333,Sonda Foley #14,Unidad,20.0,Insumo Hospitalario,2026
2334,Sonda Foley #16,Unidad,20.0,Insumo Hospitalario,2026
3310,Sucralfato 1 g,Sobre,15.0,Antiulceroso,2026
9521,Sulfadiazina Argéntica 1% Crema,Tubo 30 g,50.0,Dermatologicos Antiseptico,2026
10394,Sulfato De Zinc,Tabletas 20 mg,3.0,Medicamentos Usados En Diarrea,2026
1355,Sulfato Ferroso,Tableta 300 mg,0.3,Vitaminas Y Mineral,2026
9539,Sulfato Ferroso + Ácido Fólico,Tableta 300 mg + 5 mg,1.5,Vitaminas Y Mineral,2026
10371,Sulfato Ferroso 25 mg,Frasco 60 ml,30.0,Vitaminas Y Mineral,2026
9119,Sulfato Ferroso Gotas Pediátricas,Frasco Gotero 30 ml,30.0,Vitaminas Y Mineral,2026
10761,Termómetro Digital,Unidad,110.0,Insumo Hospitalario,2026
9017,"Timolol 0.005% , Solución Oftálmica ( Es del PROGRAMA PROMEGOTAS)",Frasco 10 ml,30.0,Mioticos Y Antiglaucoma,2026
1248,Tinidazol,Tableta 500 mg,3.0,Antiamebico,2026
9882,Toallas Sanitarias,Bolsa de 10 unidades,40.0,Insumo Hospitalario,2026
1952,Tobramicina Oftálmica 0.3%,Frasco Gotero 5 ml,30.0,Oftalmologico,2026
9124,Trimetoprim-Sulfametoxazol,Tableta 160 mg / 800 mg,1.5,Antibacteriano,2026
1966,Trimetoprim-Sulfametoxazol Suspensión,Frasco 120 ml,20.0,Antibacteriano,2026
10370,Valsartán 160 mg,Tableta,3.0,Antihipertensivo,2026
1987,Venda De Yeso 4 X 5,Unidad,25.0,Insumo Hospitalario,2026
9885,Venda Elástica 3 X 5,Unidad,15.0,Insumo Hospitalario,2026
1990,Venda Elástica 4 X 5,Unidad,15.0,Insumo Hospitalario,2026
9886,Venda Elástica 6 X 5,Unidad,15.0,Insumo Hospitalario,2026
1431,Verapamil,Tableta 80 mg,1.5,Antianginoso,2026
1915,Vitamina A,"Perla 50,000 UI",1.5,Vitamina,2026
1912,Vitamina A Y D,"Perla 3,000 UI / 300 UI",1.5,Vitamina,2026
1914,Vitamina E,Perla 400 UI,1.5,Vitamina,2026
1916,Vitaminas Neurotrópicas + Dexametasona,Ampolla,20.0,Analgesico,2026
10398,Vitaminas Prenatales,Cápsula,10.0,Vitamina,2026
9531,Vitaminas Y Minerales,Cápsula,1.5,Vitamina,2026
9756,Warfarina Sódica,Tableta 5 mg,5.0,Anticoagulant,2026
10385,Yodopovidona Solución 10%,Frasco 120 ml,50.0,Antiseptico,2026
